fore_name_simple	n_authors	genderize_sample_size	query_date	probability_male
natarajan	4	135	2019-09-21	0.98
bik	4	193	2019-09-21	0.83
wei-cheng	4	8	2019-09-21	1.0
ilgar	4	295	2019-09-21	0.97
keun-young	4	3	2019-09-21	1.0
ilenia	4	8510	2019-09-21	0.010000000000000009
natàlia	4	0	2019-09-21	
nasimul	4	6	2019-09-21	1.0
naryttza	4	0	2019-09-21	
naruekamol	4	0	2019-09-21	
narjes	4	441	2019-09-21	0.020000000000000018
yemin	4	53	2019-09-21	0.81
wei-hua	4	0	2019-09-21	
wei-jiun	4	1	2019-09-21	1.0
gildas	4	2276	2019-09-21	0.96
natsumaro	4	0	2019-09-21	
natália	4	0	2019-09-21	
neelam	4	407	2019-09-21	0.07999999999999996
geurt	4	67	2019-09-21	0.97
gertjan	4	668	2019-09-21	0.99
nedialko	4	10	2019-09-21	1.0
wanwimon	4	7	2019-09-21	0.0
keri	4	734	2019-09-21	0.20999999999999996
yen-tsung	4	0	2019-09-21	
nazeefa	4	2	2019-09-21	0.0
wanxin	4	14	2019-09-21	0.06999999999999995
argiris	4	399	2019-09-21	0.99
nawsad	4	2	2019-09-21	1.0
wassim	4	6134	2019-09-21	0.98
ghada	4	1642	2019-09-21	0.020000000000000018
waqar	4	1371	2019-09-21	0.99
navjeet	4	26	2019-09-21	0.77
argyris	4	224	2019-09-22	0.99
bimo	4	317	2019-09-21	0.97
giampaolo	4	2082	2019-09-21	1.0
biman	4	67	2019-09-21	0.97
zhengyuan	4	13	2019-09-21	1.0
ahsan	4	1868	2019-09-21	0.99
grigoris	4	902	2019-09-21	0.99
hung-i	4	1	2019-09-21	1.0
hachem	4	576	2019-09-21	0.98
kousik	4	16	2019-09-21	1.0
mihail	4	2801	2019-09-21	0.99
willard	4	267	2019-09-21	0.99
mieszko	4	324	2019-09-21	0.99
yared	4	288	2019-09-21	0.97
mickaël	4	0	2019-09-21	
mickael	4	42879	2019-09-21	0.99
wilsaan	4	1	2019-09-21	1.0
gökmen	4	15	2019-09-21	1.0
götz	4	9	2019-09-21	1.0
hyang-mi	4	3	2019-09-21	0.0
agustin	4	8919	2019-09-21	0.97
yardena	4	26	2019-09-21	0.12
günhan	4	0	2019-09-21	
yara	4	4078	2019-09-21	0.050000000000000044
winnie	4	4657	2019-09-21	0.12
winona	4	185	2019-09-21	0.040000000000000036
krishnendu	4	55	2019-09-21	0.96
yaqing	4	11	2019-09-21	0.18000000000000005
miho	4	1055	2019-09-21	0.07999999999999996
mikail	4	5013	2019-09-21	0.98
gyorgy	4	264	2019-09-21	0.79
milot	4	221	2019-09-22	0.96
ming-huei	4	0	2019-09-21	
wenzhao	4	3	2019-09-21	1.0
ming-chi	4	1	2019-09-21	1.0
hyoungkyu	4	4	2019-09-21	1.0
min-lung	4	0	2019-09-21	
gustav	4	2901	2019-09-21	0.98
min-gang	4	0	2019-09-21	
yashar	4	717	2019-09-21	0.98
hynek	4	793	2019-09-21	0.98
kotagiri	4	3	2019-09-21	1.0
hyithaek	4	0	2019-09-21	
mikyung	4	110	2019-09-21	0.040000000000000036
wiktoria	4	6332	2019-09-21	0.020000000000000018
behrooz	4	605	2019-09-21	0.99
yasaman	4	381	2019-09-21	0.020000000000000018
zhiao	4	0	2019-09-21	
yaru	4	34	2019-09-21	0.24
agustina	4	1425	2019-09-21	0.010000000000000009
wolf	4	4972	2019-09-21	0.96
mete	4	8049	2019-09-21	0.97
bernadette	4	10625	2019-09-21	0.020000000000000018
mesut	4	28206	2019-09-21	0.97
hailei	4	8	2019-09-21	0.63
meizhuo	4	0	2019-09-21	
bartłomiej	4	0	2019-09-21	
bartosz	4	16179	2019-09-21	1.0
haining	4	12	2019-09-21	1.0
meishan	4	42	2019-09-21	0.0
woojoo	4	25	2019-09-21	0.68
mei-ling	4	15	2019-09-21	0.0
haiting	4	6	2019-09-21	0.17000000000000004
haixiang	4	5	2019-09-21	1.0
mehri	4	289	2019-09-21	0.15000000000000002
huntington	4	6	2019-09-21	0.83
bartha	4	196	2019-09-21	0.55
mehrab	4	100	2019-09-21	0.92
woon	4	376	2019-09-21	0.61
yao-li	4	0	2019-09-21	
mehar	4	139	2019-09-21	0.78
megha	4	383	2019-09-21	0.06999999999999995
meg	4	3088	2019-09-21	0.06999999999999995
haihua	4	26	2019-09-21	0.18999999999999995
krithika	4	41	2019-09-21	0.0
wonmuk	4	1	2019-09-21	1.0
wondimu	4	23	2019-09-21	1.0
merridee	4	1	2019-09-21	0.0
hadrien	4	804	2019-09-21	0.99
meromit	4	0	2019-09-21	
zijian	4	32	2019-09-21	0.97
meriç	4	0	2019-09-21	
hae-won	4	0	2019-09-21	
ziheng	4	10	2019-09-21	0.9
yaodong	4	11	2019-12-28	1.0
wonho	4	86	2019-09-21	0.99
haifa	4	1543	2019-09-21	0.020000000000000018
hai-peng	4	0	2019-09-21	
hai-son	4	1	2019-09-21	1.0
kristyna	4	2125	2019-09-21	0.010000000000000009
meng-yuan	4	0	2019-09-21	
basel	4	1289	2019-09-21	0.97
meng-pin	4	0	2019-09-21	
krisztina	4	9808	2019-09-21	0.010000000000000009
wonjun	4	106	2019-09-21	0.99
wenyu	4	47	2019-09-21	0.38
hyun-hwan	4	1	2019-09-21	1.0
guoyan	4	10	2019-09-21	0.4
wenxu	4	4	2019-09-21	0.75
aristidis	4	112	2019-09-21	1.0
wen-wei	4	0	2019-09-21	
mo	4	8929	2019-09-21	0.8
mladen	4	3118	2019-09-21	0.99
miyako	4	182	2019-09-21	0.06000000000000005
mitzi	4	308	2019-09-21	0.06999999999999995
guanhua	4	6	2019-09-21	0.83
mitul	4	151	2019-09-21	0.96
kjell	4	2246	2019-09-21	0.99
mitsuhiro	4	263	2019-09-21	1.0
mitsuhiko	4	46	2019-09-21	0.98
guanrao	4	0	2019-09-21	
wen-yun	4	0	2019-09-21	
hyunsung	4	58	2019-09-21	0.95
mitchel	4	973	2019-09-21	0.93
gudmundur	4	46	2019-09-21	0.98
klara	4	7118	2019-09-21	0.020000000000000018
mischa	4	1500	2019-09-21	0.74
misato	4	284	2019-09-21	0.040000000000000036
mogeeb	4	12	2019-09-21	0.92
kiwon	4	99	2019-09-21	0.91
guangsheng	4	5	2019-09-21	1.0
moliang	4	0	2019-09-21	
monty	4	1668	2019-09-21	0.9
montri	4	155	2019-09-21	0.97
kingshuk	4	20	2019-09-21	1.0
wen-feng	4	0	2019-09-21	
mondher	4	1114	2019-09-21	0.99
i-fang	4	0	2019-09-21	
guan-mau	4	0	2019-09-21	
kira	4	6451	2019-09-21	0.15000000000000002
wen-liang	4	0	2019-09-21	
yasumasa	4	78	2019-09-21	1.0
héléna	4	0	2019-09-21	
mojgan	4	391	2019-09-21	0.020000000000000018
ziqi	4	25	2019-09-21	0.24
guangchuang	4	0	2019-09-21	
mohit	4	1915	2019-09-21	1.0
mohammed-amin	4	0	2019-09-21	
zhi-an	4	0	2019-09-21	
benyun	4	0	2019-09-21	
misael	4	715	2019-09-21	0.97
guia	4	295	2019-09-21	0.18999999999999995
zhi-kai	4	0	2019-09-21	
mingjun	4	33	2019-09-21	0.85
yasmine	4	12266	2019-09-21	0.020000000000000018
wenling	4	15	2019-09-21	0.19999999999999996
wenlu	4	2	2019-09-21	0.5
zilu	4	21	2019-09-21	0.71
mingyang	4	23	2019-09-21	0.96
koki	4	1871	2019-09-21	0.63
mingliang	4	21	2019-09-21	0.95
minglei	4	10	2019-09-21	1.0
mingjing	4	7	2019-09-21	0.71
hyung-lae	4	0	2019-09-21	
kanti	4	104	2019-09-21	0.63
wenqiang	4	29	2019-09-21	0.97
wenqing	4	30	2019-09-21	0.63
mingfei	4	11	2019-09-21	0.64
mingchao	4	7	2019-09-21	0.86
hyun-jun	4	18	2019-09-21	0.94
ming-sound	4	0	2019-09-21	
guoshi	4	1	2019-09-21	1.0
mingzhou	4	4	2019-09-21	1.0
gunaretnam	4	1	2019-09-21	1.0
guifeng	4	7	2019-09-21	0.43000000000000005
guimei	4	5	2019-09-21	0.19999999999999996
mirjana	4	4889	2019-09-21	0.020000000000000018
guifu	4	6	2019-09-21	0.83
klemens	4	335	2019-09-21	0.98
wenge	4	19	2019-09-21	0.84
yassene	4	7	2019-09-21	0.86
guillermin	4	19	2019-09-21	0.63
mirabela	4	824	2019-09-21	0.020000000000000018
hyunjin	4	380	2019-09-21	0.42000000000000004
zina	4	4460	2019-09-21	0.030000000000000027
gun	4	1256	2019-09-21	0.58
minta	4	84	2019-09-21	0.15000000000000002
minsuk	4	69	2019-09-21	0.91
minseung	4	13	2019-09-21	0.69
kobi	4	416	2019-09-21	0.94
guiyou	4	2	2019-09-21	1.0
gul	4	4963	2019-09-21	0.12
minnie	4	1844	2019-09-21	0.030000000000000027
gully	4	136	2019-09-21	0.84
kanwal	4	239	2019-09-21	0.28
leticia	4	10868	2019-09-21	0.020000000000000018
diethard	4	25	2019-09-21	1.0
tadi	4	77	2019-09-21	0.81
juliet	4	5700	2019-09-21	0.020000000000000018
yoginder	4	9	2019-09-21	1.0
ting-wen	4	1	2019-09-21	1.0
aashish	4	239	2019-09-21	0.99
shixiong	4	7	2019-09-21	0.86
shiyang	4	6	2019-09-21	0.83
shiyi	4	26	2019-09-21	0.35
carmina	4	1674	2019-09-21	0.020000000000000018
aliccia	4	16	2019-09-21	0.0
tadeo	4	252	2019-09-21	0.99
carmichael	4	32	2019-09-22	0.94
shizhen	4	9	2019-09-21	0.67
tade	4	486	2019-09-21	0.91
jinggui	4	1	2019-09-21	1.0
eden	4	3209	2019-09-21	0.41000000000000003
cristobal	4	4849	2019-09-21	0.98
anne-mette	4	168	2019-09-21	0.010000000000000009
tineke	4	1522	2019-09-21	0.010000000000000009
yoshiki	4	360	2019-09-21	0.98
romulus	4	469	2019-09-21	0.98
anne-kristin	4	25	2019-09-21	0.07999999999999996
rone	4	390	2019-09-21	0.85
shiu	4	52	2019-09-21	0.6
zuben	4	2	2019-09-21	1.0
ronaldo	4	5172	2019-09-21	0.98
zubair	4	1375	2019-09-21	0.98
ambrish	4	52	2019-09-21	1.0
jingkai	4	8	2019-09-21	0.88
ebrahim	4	1876	2019-09-21	0.97
timon	4	1027	2019-09-21	0.95
timos	4	201	2019-09-21	0.98
carolus	4	121	2019-09-21	0.89
shivani	4	367	2019-09-21	0.020000000000000018
anguraj	4	0	2019-09-21	
yözen	4	0	2019-09-21	
zabrina	4	70	2019-09-21	0.030000000000000027
tini	4	1413	2019-09-21	0.30000000000000004
shmuel	4	120	2019-09-21	0.98
ederson	4	158	2019-09-21	0.99
shreepriya	4	0	2019-09-21	
chenghua	4	16	2019-09-21	0.63
tjibbe	4	42	2019-09-21	1.0
carlito	4	3189	2019-09-21	0.99
shree	4	257	2019-09-21	0.67
costa	4	3791	2019-09-21	0.86
shreejoy	4	0	2019-09-21	
edridah	4	0	2019-09-21	
jeongheui	4	0	2019-09-21	
jumamurat	4	0	2019-09-21	
tobin	4	120	2019-09-21	0.98
jing-fei	4	0	2019-09-21	
corrine	4	519	2019-09-21	0.020000000000000018
rishikesh	4	95	2019-09-21	0.98
shrish	4	20	2019-09-21	0.85
risa	4	1132	2019-09-21	0.10999999999999999
cornelus	4	33	2019-09-21	0.97
tjaart	4	39	2019-09-21	1.0
jagat	4	91	2019-09-21	0.98
rizi	4	128	2019-09-21	0.68
shouyong	4	0	2019-09-21	
cristin	4	801	2019-09-21	0.26
carly	4	2196	2019-09-21	0.10999999999999999
shogo	4	473	2019-09-21	0.99
cristiane	4	1268	2019-09-21	0.020000000000000018
jeong-hoon	4	20	2019-09-21	0.95
tirso	4	220	2019-09-21	0.99
tirza	4	177	2019-09-21	0.030000000000000027
tadasu	4	9	2019-09-21	1.0
jingchen	4	4	2019-09-21	1.0
carlota	4	4277	2019-09-21	0.020000000000000018
jingbo	4	15	2019-09-21	0.8
jing-yu	4	0	2019-09-21	
jing-shan	4	0	2019-09-21	
robb	4	560	2019-09-21	0.96
aleš	4	0	2019-09-21	
ronesh	4	6	2019-09-21	1.0
jinglong	4	9	2019-09-21	1.0
rinaldo	4	1331	2019-09-21	0.99
roxane	4	5014	2019-09-21	0.030000000000000027
drazen	4	703	2019-09-21	1.0
tianshun	4	1	2019-09-21	1.0
yonat	4	7	2019-09-21	0.86
rozaimi	4	17	2019-09-21	0.94
jameel	4	781	2019-09-21	0.98
roxanne	4	3784	2019-09-21	0.020000000000000018
shih	4	267	2019-09-21	0.62
rowena	4	2929	2019-09-21	0.010000000000000009
jingyang	4	8	2019-12-28	0.5
daehong	4	22	2019-09-21	1.0
dae-won	4	4	2019-09-21	1.0
jeffry	4	1052	2019-09-21	0.99
juexin	4	0	2019-09-21	
duane	4	1439	2019-09-21	0.99
rostam	4	124	2019-09-21	0.98
jelai	4	57	2019-09-21	0.040000000000000036
dragomir	4	1352	2019-09-21	0.67
tianshou	4	2	2019-09-21	1.0
shiran	4	136	2019-09-21	0.51
shibo	4	26	2019-09-21	0.92
dorrie	4	33	2019-09-21	0.06000000000000005
rui-xiang	4	0	2019-09-21	
daifeng	4	1	2019-09-21	1.0
ruhong	4	1	2019-09-21	0.0
yuzhe	4	12	2019-09-21	0.92
shibin	4	77	2019-09-21	0.97
jef	4	3660	2019-09-21	0.97
rudesh	4	2	2019-09-21	1.0
jingyao	4	8	2019-09-21	0.37
doulaye	4	42	2019-09-21	0.98
alpan	4	64	2019-09-21	0.94
judemir	4	0	2019-09-21	
shichun	4	2	2019-09-21	0.5
dagan	4	97	2019-09-21	0.49
cheng-chung	4	1	2019-09-21	1.0
judita	4	709	2019-09-21	0.010000000000000009
yoshiaki	4	461	2019-09-21	0.99
jufang	4	0	2019-09-21	
shih-wei	4	2	2019-09-21	1.0
caryn	4	215	2019-09-21	0.040000000000000036
taekeon	4	1	2019-09-21	1.0
jen-tsan	4	0	2019-09-21	
casimir	4	814	2019-09-21	0.95
shimshi	4	2	2019-09-21	0.5
juhyun	4	171	2019-09-21	0.48
cátia	4	0	2019-09-21	
cyrille	4	9192	2019-09-21	0.95
rongquan	4	1	2019-09-21	1.0
dachuan	4	5	2019-09-21	1.0
shinn-jang	4	0	2019-09-21	
cheng-lung	4	2	2019-09-21	1.0
cheng-ming	4	2	2019-09-21	1.0
cyprian	4	762	2019-09-22	0.99
rongjie	4	5	2019-09-21	1.0
shipra	4	88	2019-09-21	0.010000000000000009
dyann	4	43	2019-09-21	0.08999999999999997
tieming	4	0	2019-09-21	
roozbeh	4	433	2019-09-21	0.98
rork	4	6	2019-09-21	1.0
cheng-hsun	4	0	2019-09-21	
dujian	4	0	2019-09-22	
shihai	4	6	2019-09-21	1.0
duleepa	4	1	2019-09-21	1.0
shiheng	4	2	2019-09-21	1.0
dumitru	4	3578	2019-09-21	0.78
tiberiu	4	967	2019-09-21	1.0
dacheng	4	7	2019-09-21	1.0
yoli	4	5067	2019-09-21	0.020000000000000018
jemma	4	1213	2019-09-21	0.020000000000000018
taeyoon	4	32	2019-09-21	0.94
duolin	4	0	2019-09-21	
da-wei	4	1	2019-09-21	1.0
durba	4	4	2019-09-21	0.25
jaline	4	38	2019-09-21	0.030000000000000027
jingru	4	11	2019-09-22	0.0
shruti	4	444	2019-09-21	0.030000000000000027
shu-hsi	4	0	2019-09-21	
øystein	4	140	2019-09-21	1.0
torbjørn	4	56	2019-09-21	0.98
raza-ur	4	0	2019-09-21	
eleftherios	4	135	2019-09-21	1.0
shuqin	4	10	2019-09-21	0.19999999999999996
youdong	4	2	2019-09-21	1.0
shuwen	4	18	2019-09-21	0.28
shuxing	4	3	2019-09-21	0.67
shuya	4	65	2019-09-21	0.75
shuye	4	8	2019-09-21	0.63
annett	4	2170	2019-09-21	0.030000000000000027
shuyun	4	14	2019-09-21	0.20999999999999996
raya	4	872	2019-09-21	0.13
rawan	4	1432	2019-09-21	0.07999999999999996
ravinder	4	619	2019-09-21	0.94
elham	4	2019	2019-09-22	0.07999999999999996
toshihiko	4	200	2019-09-21	1.0
toshiko	4	111	2019-09-21	0.050000000000000044
tor-kristian	4	1	2019-09-21	1.0
razif	4	66	2019-09-21	1.0
reha	4	550	2019-09-21	0.92
reece	4	1370	2019-09-21	0.99
shunichi	4	104	2019-09-21	1.0
concepcion	4	1033	2019-09-21	0.030000000000000027
alexandria	4	325	2019-09-21	0.08999999999999997
sylvester	4	2121	2019-09-21	0.98
elba	4	784	2019-09-21	0.08999999999999997
eldad	4	75	2019-09-21	0.92
candice	4	4094	2019-09-21	0.030000000000000027
shunyun	4	0	2019-09-21	
shuping	4	27	2019-09-21	0.41000000000000003
angelos	4	978	2019-09-21	0.98
sybren	4	89	2019-09-21	0.97
zane	4	1355	2019-09-21	0.44999999999999996
reagon	4	5	2019-09-21	1.0
tonya	4	1403	2019-09-21	0.030000000000000027
ameya	4	75	2019-09-21	0.96
campbell	4	371	2019-09-21	0.87
swetlana	4	1111	2019-09-21	0.020000000000000018
eliane	4	7098	2019-09-21	0.020000000000000018
yiting	4	54	2019-09-21	0.08999999999999997
trent	4	961	2019-09-21	0.99
elisha	4	938	2019-09-21	0.47
sieu	4	19	2019-09-21	0.79
traver	4	22	2019-09-21	0.86
jiming	4	15	2019-09-21	0.93
angelia	4	12886	2019-09-21	0.0
ze-gang	4	0	2019-09-21	
svitlana	4	1049	2019-09-21	0.020000000000000018
junqiu	4	2	2019-09-21	0.5
junli	4	15	2019-09-21	0.4
rampal	4	14	2019-09-21	0.93
ramona	4	24585	2019-09-21	0.020000000000000018
aarash	4	19	2019-09-21	1.0
ramkrishna	4	36	2019-09-21	0.97
youjun	4	22	2019-09-21	0.64
ramil	4	1784	2019-09-21	0.99
sigrun	4	194	2019-09-21	0.010000000000000009
caius	4	184	2019-09-21	0.99
trachette	4	0	2019-09-21	
ranjith	4	538	2019-09-21	0.98
siegrid	4	126	2019-09-21	0.06000000000000005
rasna	4	17	2019-09-21	0.35
toshiro	4	162	2019-09-21	0.99
junmin	4	39	2019-09-21	0.95
shyamala	4	30	2019-09-21	0.0
cláudio	4	0	2019-09-21	
swaroop	4	119	2019-09-21	0.99
cali	4	1840	2019-09-21	0.53
clifton	4	493	2019-09-21	0.99
sibylle	4	1254	2019-09-21	0.030000000000000027
zbynek	4	1085	2019-09-21	0.99
raphy	4	449	2019-09-21	0.84
sid	4	5741	2019-09-21	0.93
chi-chen	4	1	2019-09-21	1.0
siebe	4	135	2019-09-21	0.96
angelica	4	17941	2019-09-21	0.010000000000000009
regis	4	7159	2019-09-21	0.98
rehannah	4	2	2019-09-21	0.0
rileen	4	0	2019-09-21	
jindan	4	9	2019-09-21	0.21999999999999997
chengyu	4	24	2019-09-22	0.75
yizhi	4	10	2019-09-21	0.5
tomaso	4	351	2019-09-21	0.99
jinfang	4	3	2019-09-21	0.32999999999999996
constanze	4	816	2019-09-22	0.030000000000000027
constantina	4	353	2019-09-21	0.050000000000000044
shuguang	4	15	2019-09-21	0.87
szilárd	4	1	2019-09-21	1.0
amelie	4	12128	2019-09-21	0.030000000000000027
jaehyun	4	251	2019-09-21	0.94
reuven	4	112	2019-09-21	0.97
reut	4	57	2019-09-21	0.22999999999999998
tomomi	4	776	2019-09-21	0.08999999999999997
shuhua	4	27	2019-09-21	0.32999999999999996
eilif	4	16	2019-09-21	1.0
jaehoon	4	249	2019-09-21	1.0
shubhada	4	11	2019-09-21	0.0
coralie	4	19259	2019-09-21	0.030000000000000027
annet	4	1635	2019-09-21	0.020000000000000018
chengxi	4	9	2019-09-21	0.32999999999999996
chengwei	4	19	2019-09-21	0.95
efrat	4	71	2019-09-21	0.13
efren	4	1521	2019-09-21	0.99
jaewook	4	110	2019-09-21	0.99
rifat	4	1760	2019-09-21	0.95
riet	4	468	2019-09-21	0.020000000000000018
rienk	4	75	2019-09-21	1.0
efthymia	4	14	2019-09-21	0.0
shuba	4	23	2019-09-21	0.39
ridvan	4	2262	2019-09-21	0.97
yossef	4	510	2019-09-21	0.97
carlile	4	5	2019-09-21	0.6
shuanglin	4	4	2019-09-21	0.75
corban	4	49	2019-09-21	0.71
ylenia	4	5604	2019-09-21	0.010000000000000009
alexia	4	26590	2019-09-21	0.030000000000000027
shui-tein	4	0	2019-09-21	
eiliv	4	1	2019-09-21	1.0
renyi	4	10	2019-09-21	0.6
junhao	4	72	2019-09-21	0.99
rembert	4	36	2019-09-21	0.94
rekin's	4	0	2019-09-21	
rekha	4	478	2019-09-21	0.040000000000000036
jincai	4	13	2019-09-21	0.77
shulei	4	2	2019-09-21	0.0
reinhold	4	1169	2019-09-21	0.99
reinhart	4	98	2019-09-21	0.96
yukie	4	322	2019-09-21	0.050000000000000044
szabolcs	4	4091	2019-09-21	1.0
chenyue	4	6	2019-09-21	0.5
junho	4	441	2019-09-21	1.0
junhua	4	32	2019-09-21	0.84
ela	4	26195	2019-09-21	0.030000000000000027
jerald	4	470	2019-09-21	0.99
reidun	4	90	2019-09-21	0.06000000000000005
reidar	4	194	2019-09-21	0.99
remi	4	10307	2019-09-21	0.95
carey	4	580	2019-09-21	0.5
ren-xiang	4	0	2019-09-21	
jinchao	4	8	2019-09-21	1.0
jer-yuarn	4	0	2019-09-21	
einar	4	604	2019-09-21	0.98
renqiang	4	5	2019-09-21	1.0
eirikur	4	22	2019-09-21	1.0
chenwei	4	28	2019-09-21	0.79
shuixia	4	0	2019-09-21	
eisuke	4	108	2019-09-21	1.0
jincheol	4	26	2019-09-21	1.0
eithon	4	0	2019-09-21	
shujiro	4	6	2019-09-21	1.0
rendong	4	2	2019-09-21	1.0
annelies	4	2218	2019-09-21	0.010000000000000009
annelyse	4	191	2019-09-21	0.040000000000000036
tonghua	4	3	2019-09-21	0.67
yiyi	4	651	2019-09-21	0.31999999999999995
daihou	4	0	2019-09-21	
jinheum	4	3	2019-09-21	1.0
jinho	4	443	2019-09-21	0.98
yuhyun	4	13	2019-09-21	0.62
dechang	4	2	2019-09-21	1.0
anmar	4	272	2019-09-21	0.88
fathi	4	3642	2019-09-21	0.96
teppo	4	252	2019-09-21	0.99
tansu	4	1146	2019-09-21	0.5
difeng	4	4	2019-09-21	0.75
seungyeul	4	0	2019-09-21	
debmalya	4	7	2019-09-21	1.0
tengfei	4	21	2019-09-21	1.0
tanner	4	346	2019-09-21	0.95
seyed-mahdi	4	0	2019-09-21	
yongguo	4	6	2019-09-21	1.0
changhe	4	3	2019-09-21	1.0
sanjana	4	396	2019-09-21	0.040000000000000036
tanmaya	4	11	2019-09-21	0.91
seán	4	0	2019-09-21	
decio	4	375	2019-09-21	0.98
alisa	4	8614	2019-09-21	0.030000000000000027
jayesh	4	659	2019-09-21	0.99
tanzy	4	21	2019-09-21	0.18999999999999995
changning	4	3	2019-09-21	0.67
yujiang	4	4	2019-09-21	0.75
sethu	4	120	2019-09-21	0.82
sethuraman	4	22	2019-09-21	1.0
sarah-jayne	4	50	2019-09-21	0.0
jiwoong	4	99	2019-09-21	1.0
jonah	4	1252	2019-09-21	0.76
chaoping	4	3	2019-09-21	1.0
dierk	4	155	2019-09-21	0.99
jonatan	4	6465	2019-09-21	0.99
jayne	4	2913	2019-09-21	0.020000000000000018
changjiang	4	15	2019-09-21	1.0
jivko	4	97	2019-09-21	0.99
santhoshkannan	4	0	2019-09-21	
abdelnaby	4	12	2019-09-21	0.83
tanxiao	4	1	2019-09-21	1.0
teresia	4	178	2019-09-21	0.010000000000000009
debasis	4	119	2019-09-21	0.99
sangsoon	4	15	2019-09-21	0.87
shalin	4	103	2019-09-21	0.58
joohon	4	0	2019-09-21	
sandipan	4	54	2019-09-21	0.98
yujin	4	494	2019-09-21	0.18000000000000005
dinghua	4	2	2019-09-21	1.0
jitender	4	269	2019-09-21	0.99
dawit	4	460	2019-09-21	0.99
zuozhou	4	1	2019-09-21	1.0
sanchita	4	53	2019-09-21	0.040000000000000036
teri	4	1345	2019-09-21	0.12
jané	4	0	2019-09-21	
jantien	4	88	2019-09-21	0.020000000000000018
tamsyn	4	59	2019-09-21	0.020000000000000018
joon-young	4	11	2019-09-21	1.0
diomedes	4	107	2019-09-21	0.98
davoud	4	184	2019-09-21	0.98
dionysios	4	90	2019-09-21	0.99
dingfeng	4	3	2019-09-21	1.0
jaranit	4	0	2019-09-21	
jongsoo	4	56	2019-09-21	0.98
jittisak	4	3	2019-09-21	1.0
shabnam	4	861	2019-09-21	0.020000000000000018
debanu	4	1	2019-09-21	1.0
debangana	4	2	2019-09-21	0.0
jongcheol	4	21	2019-09-21	1.0
charalambos	4	221	2019-09-21	0.99
terran	4	25	2019-09-21	0.64
terrie	4	268	2019-09-21	0.07999999999999996
taneli	4	182	2019-09-21	0.99
de-xin	4	0	2019-09-21	
sanggu	4	16	2019-09-21	1.0
jongin	4	50	2019-09-21	1.0
terumasa	4	20	2019-09-21	1.0
jarkko	4	1118	2019-09-21	1.0
charis	4	848	2019-09-21	0.58
chang-wei	4	0	2019-09-21	
sertan	4	2191	2019-09-21	0.96
dianhui	4	0	2019-09-21	
ruili	4	8	2019-09-21	0.37
dengming	4	0	2019-09-21	
sennay	4	2	2019-09-21	0.5
aliza	4	412	2019-09-21	0.030000000000000027
se-woong	4	5	2019-09-21	1.0
se-ran	4	1	2019-09-21	0.0
se-bum	4	0	2019-09-21	
yunxin	4	6	2019-09-21	0.5
seo	4	1083	2019-09-21	0.58
chanson	4	36	2019-09-21	0.56
despoina	4	1494	2019-09-21	0.010000000000000009
scot	4	793	2019-09-21	0.97
schraga	4	0	2019-09-21	
saša	4	0	2019-09-21	
sayyed	4	126	2019-09-21	0.98
sayuri	4	916	2019-09-21	0.030000000000000027
saymon	4	216	2019-09-21	0.96
dena	4	1147	2019-09-21	0.07999999999999996
seda	4	22141	2019-09-21	0.040000000000000036
despina	4	1278	2019-09-21	0.020000000000000018
deeptak	4	0	2019-09-21	
semin	4	215	2019-09-21	0.66
dereje	4	176	2019-09-21	0.99
sejal	4	63	2019-09-21	0.050000000000000044
jode	4	215	2019-09-21	0.7
tarunendu	4	0	2019-09-21	
deok-sun	4	0	2019-09-21	
selçuk	4	0	2019-09-21	
jodi	4	1150	2019-09-21	0.19999999999999996
dent	4	62	2019-09-21	0.92
tatsuhiro	4	59	2019-09-21	1.0
tasnia	4	8	2019-09-21	0.0
joby	4	232	2019-09-21	0.84
yongnan	4	30	2019-09-21	1.0
job	4	2189	2019-09-21	0.96
abdellali	4	39	2019-09-21	1.0
sefa	4	9370	2019-09-21	0.94
yunyun	4	87	2019-09-21	0.18000000000000005
saye	4	194	2019-09-21	0.30000000000000004
seokjun	4	24	2019-09-21	1.0
seon-hee	4	6	2019-09-21	0.17000000000000004
dhruv	4	421	2019-09-21	1.0
satheesh	4	273	2019-09-21	0.99
johnjoe	4	25	2019-09-21	0.96
yongjian	4	28	2019-09-21	0.96
alka	4	623	2019-09-21	0.26
chaolin	4	8	2019-09-21	0.75
dhriti	4	9	2019-09-21	0.43999999999999995
dhruba	4	64	2019-09-21	0.97
alissa	4	1660	2019-09-21	0.030000000000000027
sayane	4	15	2019-09-21	0.6
jasmit	4	15	2019-09-21	0.73
deepti	4	256	2019-09-21	0.020000000000000018
saroja	4	48	2019-09-21	0.12
sarita	4	8542	2019-09-21	0.020000000000000018
jolanda	4	6094	2019-09-21	0.010000000000000009
jolanta	4	13536	2019-09-21	0.020000000000000018
serguei	4	276	2019-09-21	0.99
jiyong	4	102	2019-09-21	0.88
deirdre	4	612	2019-09-21	0.030000000000000027
sato	4	718	2019-09-21	0.82
alix	4	3714	2019-09-21	0.43000000000000005
yongkang	4	22	2019-09-21	0.91
chanin	4	109	2019-09-21	0.93
ángela	4	0	2019-09-21	
savvas	4	1569	2019-09-21	0.99
savas	4	4117	2019-09-21	0.97
saurin	4	34	2019-09-21	0.85
ángeles	4	0	2019-09-21	
johanni	4	18	2019-09-21	0.28
