fore_name_simple	n_authors	genderize_sample_size	query_date	probability_male
seunghak	7	14	2019-09-21	1.0
mudassar	7	410	2019-09-21	0.98
tse-yi	7	1	2019-09-21	0.0
haiying	7	58	2019-09-21	0.20999999999999996
eystein	7	14	2019-09-21	0.93
naoyuki	7	262	2019-09-21	1.0
nanjiang	7	1	2019-09-21	1.0
armita	7	107	2019-09-21	0.030000000000000027
jinfu	7	11	2019-09-21	0.91
gautier	7	1915	2019-09-21	0.91
nandini	7	200	2019-09-21	0.020000000000000018
corentin	7	5961	2019-09-21	0.99
yiannis	7	1427	2019-09-21	0.99
ichigaku	7	0	2019-09-21	
toutai	7	1	2019-09-21	1.0
jagdish	7	408	2019-09-21	0.98
haiwei	7	19	2019-09-21	0.89
shuilin	7	4	2019-09-21	0.25
hedi	7	3265	2019-09-21	0.9
bartlomiej	7	941	2019-09-21	1.0
sergiy	7	698	2019-09-21	0.99
ziyi	7	56	2019-09-21	0.27
haiou	7	9	2019-09-21	0.56
taosheng	7	1	2019-09-21	1.0
shulamit	7	19	2019-09-21	0.0
friedhelm	7	434	2019-09-21	0.99
mainak	7	50	2019-09-21	1.0
naoya	7	506	2019-09-21	1.0
zhonghua	7	36	2019-09-21	0.83
narsis	7	87	2019-09-21	0.20999999999999996
nasir	7	3464	2019-09-21	0.98
swati	7	714	2019-09-21	0.020000000000000018
jatin	7	760	2019-09-21	1.0
zong-ming	7	0	2019-09-21	
hsueh-wei	7	0	2019-09-21	
xinshu	7	1	2019-09-21	0.0
troels	7	291	2019-09-21	1.0
bosco	7	952	2019-09-21	0.96
lesley	7	6214	2019-09-21	0.13
yu-dong	7	0	2019-09-21	
josé-maría	7	0	2019-09-21	
lun-ching	7	0	2019-09-21	
vinh	7	622	2019-09-21	0.97
vyacheslav	7	1013	2019-09-21	1.0
artyom	7	1097	2019-09-21	1.0
jihun	7	192	2019-09-21	0.94
isidro	7	3170	2019-09-21	0.99
siobhan	7	1398	2019-09-21	0.030000000000000027
venkatraman	7	28	2019-09-21	1.0
giacinto	7	884	2019-09-21	0.99
mieczyslaw	7	260	2019-09-21	0.99
mong-hsun	7	0	2019-09-21	
zhongying	7	4	2019-09-21	0.25
zhanyong	7	3	2019-09-21	1.0
deyou	7	7	2019-09-21	1.0
zhanwen	7	0	2019-09-21	
reshmi	7	85	2019-09-21	0.020000000000000018
chunxiao	7	12	2019-09-21	0.5
patrizia	7	22115	2019-09-21	0.010000000000000009
patrycja	7	38647	2019-09-21	0.020000000000000018
sitanshu	7	10	2019-09-21	0.9
sitao	7	5	2019-09-21	0.8
aleksi	7	1352	2019-09-21	0.98
yarden	7	55	2019-09-21	0.53
grischa	7	100	2019-09-21	0.95
ze	7	3865	2019-09-21	0.93
anjali	7	694	2019-09-21	0.030000000000000027
keijo	7	412	2019-09-21	0.98
aled	7	171	2019-09-21	0.95
yuanwei	7	10	2019-09-21	0.8
joyce	7	16082	2019-09-21	0.040000000000000036
joy	7	20740	2019-09-21	0.16000000000000003
zihua	7	14	2019-09-21	0.93
jocelyn	7	4921	2019-09-21	0.41000000000000003
kushal	7	355	2019-09-21	1.0
irma	7	7296	2019-09-21	0.020000000000000018
raji	7	838	2019-09-21	0.79
örjan	7	0	2019-09-21	
pengyu	7	13	2019-09-21	0.85
borislav	7	675	2019-09-21	0.99
vance	7	332	2019-09-21	0.95
cho-yi	7	0	2019-09-21	
sebastiaan	7	1439	2019-09-21	1.0
oleksii	7	102	2019-09-21	1.0
wolf-dietrich	7	10	2019-09-21	1.0
genevera	7	0	2019-09-21	
hongyue	7	7	2019-09-21	0.43000000000000005
lambert	7	2001	2019-09-21	0.86
yibo	7	36	2019-09-21	0.69
branka	7	1983	2019-09-21	0.020000000000000018
rich	7	7514	2019-09-21	0.97
sigrid	7	2606	2019-09-21	0.030000000000000027
kaja	7	3912	2019-09-21	0.13
nate	7	1934	2019-09-21	0.89
ying-ke	7	0	2019-09-21	
leonel	7	3876	2019-09-21	0.98
yuichiro	7	363	2019-09-21	1.0
chengxin	7	3	2019-09-21	1.0
subrata	7	226	2019-09-21	0.97
dorothy	7	11523	2019-09-21	0.010000000000000009
mya	7	2096	2019-09-21	0.040000000000000036
marie-agnès	7	88	2019-09-21	0.010000000000000009
yuanxin	7	4	2019-09-21	0.5
masafumi	7	254	2019-09-21	1.0
orland	7	121	2019-09-21	0.93
jean-karim	7	5	2019-09-21	1.0
takeaki	7	43	2019-09-21	1.0
jinwook	7	109	2019-09-21	0.98
nirav	7	385	2019-09-21	1.0
rosie	7	3082	2019-09-21	0.030000000000000027
sue	7	12000	2019-09-21	0.030000000000000027
zhaojun	7	13	2019-09-21	0.69
gong	7	241	2019-09-21	0.8
lianbo	7	3	2019-09-21	1.0
shide	7	33	2019-09-21	0.36
tsun-po	7	0	2019-09-21	
yoon	7	1680	2019-09-21	0.57
tilman	7	215	2019-09-21	0.98
anca	7	9304	2019-09-21	0.040000000000000036
sharif	7	1177	2019-09-21	0.98
daoud	7	1204	2019-09-21	0.95
junming	7	23	2019-09-21	0.96
masahiko	7	443	2019-09-21	1.0
evgeni	7	582	2019-09-21	0.98
justina	7	2236	2019-09-21	0.020000000000000018
daqing	7	9	2019-09-21	0.78
toshiyuki	7	563	2019-09-21	1.0
arief	7	1666	2019-09-21	0.99
yoichiro	7	95	2019-09-21	1.0
masaomi	7	53	2019-09-21	1.0
huey-miin	7	0	2019-09-21	
chiranjib	7	20	2019-09-21	1.0
hongmin	7	24	2019-09-21	0.96
weichun	7	11	2019-09-21	0.73
nives	7	608	2019-09-21	0.040000000000000036
sherif	7	4973	2019-09-21	0.98
rosalie	7	3520	2019-09-21	0.020000000000000018
jean-yves	7	3563	2019-09-21	0.99
hans-georg	7	186	2019-09-21	0.99
yolanda	7	26005	2019-09-21	0.010000000000000009
goar	7	51	2019-09-21	0.37
go	7	1687	2019-09-21	0.75
alona	7	1050	2019-09-21	0.030000000000000027
huihui	7	123	2019-09-21	0.26
marit	7	1330	2019-09-21	0.030000000000000027
jinko	7	37	2019-09-21	0.84
osama	7	8125	2019-09-21	0.98
rafi	7	3292	2019-09-21	0.7
dung-tsa	7	0	2019-09-21	
tie	7	242	2019-09-21	0.71
bronwyn	7	335	2019-09-21	0.06000000000000005
yunjie	7	16	2019-09-21	0.43999999999999995
yoonjoo	7	29	2019-09-21	0.09999999999999998
marino	7	4711	2019-09-21	0.94
sheryl	7	2468	2019-09-21	0.010000000000000009
raghavendra	7	258	2019-09-21	1.0
amira	7	11084	2019-09-21	0.030000000000000027
tran	7	1768	2019-09-21	0.71
inkyung	7	41	2019-09-21	0.050000000000000044
kiejung	7	2	2019-09-21	0.5
ken-ichi	7	36	2019-09-21	1.0
xiaobin	7	53	2019-09-21	0.92
anamaria	7	3355	2019-09-21	0.020000000000000018
shea	7	273	2019-09-21	0.72
huiling	7	54	2019-09-21	0.0
françoise	7	1015	2019-09-21	0.020000000000000018
musa	7	20018	2019-09-21	0.95
gengxin	7	3	2019-09-21	1.0
shu-lin	7	2	2019-09-21	0.5
liangcai	7	4	2019-09-21	1.0
dougu	7	0	2019-09-21	
jitendra	7	1003	2019-09-21	0.99
xiaoying	7	81	2019-09-21	0.10999999999999999
honglei	7	11	2019-09-21	0.64
paloma	7	10947	2019-09-21	0.020000000000000018
agostinho	7	2106	2019-09-21	0.98
cristiano	7	14679	2019-09-21	0.99
masayuki	7	892	2019-09-21	1.0
douwe	7	415	2019-09-21	0.99
maurits	7	535	2019-09-21	0.99
shamil	7	626	2019-09-21	0.98
pratap	7	264	2019-09-21	0.99
harrison	7	2055	2019-09-21	0.99
xiaoxiao	7	217	2019-09-21	0.28
eddy	7	26557	2019-09-21	0.98
manisha	7	643	2019-09-21	0.030000000000000027
haseong	7	3	2019-09-21	1.0
yoshiya	7	57	2019-09-21	1.0
kaitlyn	7	152	2019-09-21	0.020000000000000018
shahid	7	3608	2019-09-21	0.99
namhee	7	71	2019-09-21	0.20999999999999996
shrikant	7	306	2019-09-21	0.99
liangliang	7	57	2019-09-21	0.75
mandeep	7	582	2019-09-21	0.86
huanming	7	2	2019-09-21	1.0
wu	7	839	2019-09-21	0.71
tanguy	7	3388	2019-09-21	0.98
tianhua	7	12	2019-09-21	0.58
ewy	7	59	2019-09-21	0.19999999999999996
chenguang	7	11	2019-09-21	1.0
xiting	7	2	2019-09-21	0.5
manu	7	71796	2019-09-21	0.84
tzu-ming	7	0	2019-09-21	
hammad	7	1004	2019-09-21	0.98
jean-daniel	7	424	2019-09-21	0.99
shin-ichi	7	25	2019-09-21	0.96
thammakorn	7	1	2019-09-21	0.0
xiaomei	7	78	2019-09-21	0.010000000000000009
gang-qing	7	0	2019-09-21	
ydo	7	25	2019-09-21	0.84
ying-wooi	7	0	2019-09-21	
ori	7	1004	2019-09-21	0.62
yoshikazu	7	279	2019-09-21	1.0
yuguo	7	7	2019-09-21	0.86
anindya	7	132	2019-09-21	0.55
weiqiang	7	53	2019-09-21	1.0
cheng-yu	7	6	2019-09-21	0.83
tae-min	7	10	2019-09-21	0.9
nagiza	7	0	2019-09-21	
anália	7	0	2019-09-21	
suhua	7	7	2019-09-21	0.14
yanming	7	33	2019-09-21	0.79
zhiying	7	25	2019-09-21	0.12
cunlu	7	0	2019-09-21	
iksoo	7	19	2019-09-21	1.0
sudeshna	7	37	2019-09-21	0.0
mati	7	3665	2019-09-21	0.57
yoshinori	7	535	2019-09-21	1.0
kedar	7	249	2019-09-21	0.98
zhiliang	7	21	2019-09-21	1.0
rogan	7	67	2019-09-21	0.91
volkan	7	30511	2019-09-21	0.97
matthijs	7	1130	2019-09-21	0.99
jishou	7	2	2019-09-21	1.0
arieh	7	21	2019-09-21	0.86
xutao	7	5	2019-09-21	1.0
jackson	7	5208	2019-09-21	0.97
markku	7	1333	2019-09-21	0.99
hirak	7	33	2019-09-21	1.0
dionisios	7	76	2019-09-21	1.0
yun-ching	7	3	2019-09-21	0.0
remy	7	3085	2019-09-21	0.87
norma	7	5406	2019-09-21	0.030000000000000027
jianye	7	9	2019-09-21	0.89
hing-fung	7	0	2019-09-21	
alisdair	7	47	2019-09-21	0.91
xuesong	7	25	2019-09-21	0.88
layne	7	174	2019-09-21	0.61
mingyuan	7	14	2019-09-21	0.86
nupur	7	122	2019-09-21	0.040000000000000036
gunter	7	1227	2019-09-21	0.99
zhuang	7	86	2019-09-21	0.78
qingzhong	7	3	2019-09-21	0.67
łukasz	7	0	2019-09-21	
lazaros	7	783	2019-09-21	1.0
cara	7	2140	2019-09-21	0.13
fenix	7	1279	2019-09-21	0.86
samuela	7	923	2019-09-21	0.030000000000000027
hsin-nan	7	0	2019-09-21	
samuele	7	7798	2019-09-21	0.99
lindsey	7	2750	2019-09-21	0.050000000000000044
lone	7	2352	2019-09-21	0.18000000000000005
fuxiao	7	4	2019-09-21	0.75
sridevi	7	55	2019-09-21	0.020000000000000018
eneida	7	321	2019-09-21	0.020000000000000018
changqing	7	24	2019-09-21	0.96
zhengchang	7	1	2019-09-21	1.0
horacio	7	2175	2019-09-21	0.99
chris-andré	7	0	2019-09-21	
erhard	7	389	2019-09-21	0.98
lilian	7	11025	2019-09-21	0.27
zvi	7	105	2019-09-21	0.97
chaim	7	155	2019-09-21	0.86
miloš	7	0	2019-09-21	
pere	7	3882	2019-09-21	0.97
chan-seok	7	0	2019-09-21	
zhi-hua	7	0	2019-09-21	
anthoula	7	115	2019-09-21	0.030000000000000027
sabah	7	3027	2019-09-21	0.20999999999999996
hilmar	7	229	2019-09-21	0.94
veerle	7	1723	2019-09-21	0.010000000000000009
ravishankar	7	60	2019-09-21	0.98
renan	7	1388	2019-09-21	0.96
yeun-jun	7	0	2019-09-21	
rebeca	7	12830	2019-09-21	0.010000000000000009
aakrosh	7	1	2019-09-21	1.0
adil	7	29692	2019-09-21	0.97
vebjorn	7	5	2019-09-21	1.0
christy	7	3663	2019-09-21	0.09999999999999998
jasmina	7	6397	2019-09-21	0.020000000000000018
regev	7	10	2019-09-21	0.9
domonkos	7	110	2019-09-21	0.87
donatella	7	6429	2019-09-21	0.010000000000000009
elisenda	7	386	2019-09-21	0.020000000000000018
guo-zheng	7	0	2019-09-21	
fatma	7	34628	2019-09-21	0.030000000000000027
tongxin	7	3	2019-09-21	0.32999999999999996
wentian	7	5	2019-09-21	0.6
nurcan	7	5787	2019-09-21	0.040000000000000036
hyunchul	7	102	2019-09-21	1.0
yixuan	7	44	2019-09-21	0.39
lise	7	8436	2019-09-21	0.030000000000000027
jiayan	7	20	2019-09-21	0.19999999999999996
leighton	7	317	2019-09-21	0.95
ercument	7	334	2019-09-21	0.98
aristotelis	7	190	2019-09-21	0.99
canh	7	70	2019-09-21	0.9
nozomi	7	457	2019-09-21	0.10999999999999999
guodong	7	43	2019-09-21	0.95
anna-lena	7	2314	2019-09-21	0.030000000000000027
wenping	7	19	2019-09-21	0.47
wenqian	7	18	2019-09-21	0.28
liqun	7	21	2019-09-21	0.38
chumpol	7	33	2019-09-21	1.0
mitsuru	7	320	2019-09-21	1.0
tuomo	7	541	2019-09-21	1.0
dong-jun	7	13	2019-09-21	1.0
january	7	278	2019-09-21	0.47
kenzie	7	153	2019-09-21	0.49
jiamin	7	40	2019-09-21	0.15000000000000002
leanne	7	4390	2019-09-21	0.020000000000000018
gui-ying	7	0	2019-09-21	
hiromi	7	1045	2019-09-21	0.15000000000000002
farida	7	4714	2019-09-21	0.020000000000000018
sanjin	7	301	2019-09-21	1.0
joon	7	1159	2019-09-21	0.91
sree	7	450	2019-09-21	0.8
tetsuo	7	333	2019-09-21	1.0
hokeun	7	8	2019-09-21	1.0
fengxia	7	10	2019-09-21	0.09999999999999998
zhangjun	7	10	2019-09-21	0.9
chia-ling	7	8	2019-09-21	0.0
guangyong	7	7	2019-09-21	1.0
qiwei	7	22	2019-09-21	0.82
guo-wei	7	2	2019-09-21	1.0
sachin	7	3110	2019-09-21	0.99
sumir	7	22	2019-09-21	0.95
dilip	7	1068	2019-09-21	0.99
hirotaka	7	299	2019-09-21	0.99
jiajun	7	59	2019-09-21	0.88
dong-yeon	7	5	2019-09-21	1.0
kendra	7	1251	2019-09-21	0.040000000000000036
mirela	7	8733	2019-09-21	0.020000000000000018
utz-uwe	7	0	2019-09-21	
kellen	7	288	2019-09-21	0.52
yuta	7	1200	2019-09-21	0.98
torbjörn	7	159	2019-09-21	1.0
ko	7	2286	2019-09-21	0.81
mohieddin	7	5	2019-09-21	1.0
smriti	7	93	2019-09-21	0.010000000000000009
dhwani	7	34	2019-09-21	0.0
nil	7	5268	2019-09-21	0.22999999999999998
zewei	7	3	2019-09-21	1.0
fuzhong	7	1	2019-09-21	1.0
sungmin	7	379	2019-09-21	0.9
chia-chin	7	2	2019-09-21	0.5
fangqing	7	2	2019-09-21	1.0
minzhe	7	14	2019-09-21	1.0
enrica	7	3557	2019-09-21	0.010000000000000009
ney	7	696	2019-09-21	0.6
jyrki	7	496	2019-09-21	0.99
elmer	7	2000	2019-09-21	0.99
quin	7	265	2019-09-21	0.68
donghong	7	4	2019-09-21	0.25
pauli	7	1492	2019-09-21	0.53
nicolle	7	1154	2019-09-21	0.030000000000000027
yingyao	7	3	2019-09-21	0.0
chunlei	7	27	2019-09-21	0.81
xiuli	7	20	2019-09-21	0.0
luba	7	1425	2019-09-21	0.15000000000000002
ofir	7	205	2019-09-21	0.89
chandler	7	304	2019-09-21	0.94
wen-ping	7	2	2019-09-21	0.5
chia	7	1614	2019-09-21	0.4
einat	7	50	2019-09-21	0.040000000000000036
xiwei	7	4	2019-09-21	0.75
isaure	7	102	2019-09-21	0.010000000000000009
pinak	7	27	2019-09-21	1.0
chung-ming	7	1	2019-09-21	1.0
sakari	7	279	2019-09-21	0.99
caixia	7	24	2019-09-21	0.040000000000000036
xizeng	7	0	2019-09-21	
chongzhi	7	2	2019-09-21	1.0
yasuyuki	7	340	2019-09-21	1.0
likun	7	16	2019-09-21	0.88
hyungjun	7	53	2019-09-21	1.0
dokyun	7	19	2019-09-21	1.0
lijun	7	127	2019-09-21	0.49
jooyoung	7	148	2019-09-21	0.5
matjaž	6	0	2019-09-21	
tuomas	6	1318	2019-09-21	0.99
jano	6	3331	2019-09-21	0.94
tsutomu	6	431	2019-09-21	1.0
huiying	6	47	2019-09-21	0.020000000000000018
minjun	6	85	2019-09-21	0.98
iuliana	6	3137	2019-09-21	0.020000000000000018
yi-lin	6	6	2019-09-21	0.5
józsef	6	41	2019-09-21	0.98
ophelia	6	745	2019-09-21	0.020000000000000018
orly	6	729	2019-09-21	0.45999999999999996
wenbo	6	52	2019-09-21	0.85
elior	6	42	2019-09-21	0.93
kee	6	746	2019-09-21	0.72
boian	6	75	2019-09-21	0.73
klaudia	6	34201	2019-09-21	0.010000000000000009
amarnath	6	98	2019-09-21	1.0
banu	6	6694	2019-09-21	0.06999999999999995
tianwen	6	5	2019-09-21	1.0
marshall	6	1693	2019-09-21	0.96
rosanna	6	8924	2019-09-21	0.010000000000000009
suhas	6	303	2019-09-21	0.97
wenfei	6	13	2019-09-21	0.62
muredach	6	0	2019-09-21	
duo	6	246	2019-09-21	0.74
dang	6	866	2019-09-21	0.7
tetsu	6	243	2019-09-21	0.99
agne	6	1006	2019-09-21	0.06999999999999995
tzung	6	4	2019-09-21	1.0
judong	6	6	2019-09-21	1.0
shanker	6	114	2019-09-21	0.98
jiangwen	6	3	2019-09-21	0.67
frederique	6	4471	2019-09-21	0.09999999999999998
wenhan	6	13	2019-09-21	0.77
annarita	6	11318	2019-09-21	0.0
davi	6	2707	2019-09-21	0.87
jose-juan	6	3	2019-09-21	1.0
danai	6	561	2019-09-21	0.31999999999999995
marlon	6	6875	2019-09-21	0.97
fusheng	6	14	2019-09-21	0.86
jónathan	6	0	2019-09-21	
qiancheng	6	1	2019-09-21	1.0
shenghua	6	15	2019-09-21	0.67
jinwen	6	19	2019-09-21	0.63
jitao	6	5	2019-09-21	1.0
mukund	6	151	2019-09-21	0.99
janis	6	3530	2019-09-21	0.69
nita	6	3689	2019-09-21	0.14
erchin	6	5	2019-09-21	1.0
yutaro	6	175	2019-09-21	1.0
mukta	6	65	2019-09-21	0.17000000000000004
ce	6	569	2019-09-21	0.61
xiao-hui	6	1	2019-09-21	0.0
thanasis	6	2225	2019-09-21	0.99
hulda	6	154	2019-09-21	0.06000000000000005
juhua	6	18	2019-09-21	0.06000000000000005
chelsea	6	3001	2019-09-21	0.10999999999999999
yingjie	6	45	2019-09-21	0.8
uday	6	794	2019-09-21	0.99
qixuan	6	3	2019-09-21	0.67
guillemette	6	228	2019-09-21	0.06999999999999995
agnès	6	934	2019-09-21	0.020000000000000018
tamotsu	6	75	2019-09-21	1.0
jugal	6	108	2019-09-21	1.0
tiebin	6	0	2019-09-21	
jarek	6	17315	2019-09-21	0.99
mulin	6	19	2019-09-21	0.63
ding	6	686	2019-09-21	0.68
sang-jun	6	22	2019-09-21	1.0
anabel	6	8071	2019-09-21	0.010000000000000009
alin	6	8688	2019-09-21	0.93
marnix	6	602	2019-09-21	0.99
nurit	6	80	2019-09-21	0.09999999999999998
zhihui	6	68	2019-09-21	0.59
horia	6	617	2019-09-21	0.73
mingxiang	6	5	2019-09-21	0.8
mingwei	6	24	2019-09-21	0.83
myron	6	445	2019-09-21	0.97
martyn	6	2226	2019-09-21	0.98
eliza	6	21564	2019-09-21	0.010000000000000009
sheena	6	2272	2019-09-21	0.010000000000000009
marty	6	9854	2019-09-21	0.33999999999999997
virpi	6	657	2019-09-21	0.06999999999999995
taku	6	694	2019-09-21	0.97
minping	6	2	2019-09-21	0.5
burton	6	350	2019-09-21	0.92
rowan	6	902	2019-09-21	0.69
daren	6	886	2019-09-21	0.92
guifang	6	6	2019-09-21	0.0
samarth	6	88	2019-09-21	0.99
eoghan	6	139	2019-09-21	0.99
kun-pin	6	0	2019-09-21	
shekhar	6	473	2019-09-21	0.99
minhaz	6	54	2019-09-21	0.96
yanxun	6	0	2019-09-21	
yu-feng	6	1	2019-09-21	1.0
orion	6	915	2019-09-21	0.91
benjamín	6	7	2019-09-21	1.0
duangdao	6	13	2019-09-21	0.0
eoin	6	585	2019-09-21	0.98
mingzhi	6	8	2019-09-21	1.0
weimin	6	57	2019-09-21	1.0
shayn	6	58	2019-09-21	0.71
huilin	6	24	2019-09-21	0.12
hank	6	1672	2019-09-21	0.97
weiling	6	35	2019-09-21	0.10999999999999999
huilei	6	1	2019-09-21	0.0
zhi-qiang	6	2	2019-09-21	1.0
viviana	6	11961	2019-09-21	0.010000000000000009
putri	6	1711	2019-09-21	0.020000000000000018
rafał	6	0	2019-09-21	
dimos	6	662	2019-09-21	0.99
sake	6	194	2019-09-21	0.89
eunice	6	5395	2019-09-21	0.020000000000000018
martín	6	31	2019-09-21	1.0
huitao	6	4	2019-09-21	1.0
wenjia	6	16	2019-09-21	0.75
yunliu	6	0	2019-09-21	
balasubramanian	6	102	2019-09-21	0.97
nidhi	6	513	2019-09-21	0.040000000000000036
baktash	6	75	2019-09-21	0.99
abdelrahman	6	618	2019-09-21	0.99
mingyan	6	13	2019-09-21	0.38
qiuming	6	8	2019-09-21	0.88
murodzhon	6	1	2019-09-21	1.0
sanbo	6	7	2019-09-21	0.71
kumaran	6	208	2019-09-21	1.0
yanyan	6	328	2019-09-21	0.28
arnd	6	248	2019-09-21	0.98
daniel-adriano	6	0	2019-09-21	
xiangqin	6	3	2019-09-21	0.67
ranga	6	222	2019-09-21	0.95
tetsushi	6	49	2019-09-21	0.98
weng-keen	6	0	2019-09-21	
gunilla	6	1377	2019-09-21	0.010000000000000009
qinying	6	2	2019-09-21	0.0
chihyun	6	14	2019-09-21	0.71
shaoke	6	1	2019-09-21	1.0
türkan	6	0	2019-09-21	
xiangtian	6	0	2019-09-21	
rowland	6	436	2019-09-21	0.96
duc	6	1130	2019-09-21	0.95
visanu	6	29	2019-09-21	1.0
saira	6	862	2019-09-21	0.020000000000000018
zeina	6	1276	2019-09-21	0.020000000000000018
tianyu	6	35	2019-09-21	0.8
takaaki	6	394	2019-09-21	1.0
asher	6	566	2019-09-21	0.9
betty	6	31159	2019-09-21	0.010000000000000009
kumiko	6	581	2019-09-21	0.030000000000000027
darko	6	6753	2019-09-21	0.99
che	6	3496	2019-09-21	0.73
tak-ming	6	0	2019-09-21	
shaohang	6	0	2019-09-21	
alencar	6	34	2019-09-21	0.94
minjae	6	174	2019-09-21	0.83
dhananjay	6	288	2019-09-21	0.99
zhihong	6	49	2019-09-21	0.71
seesandra	6	0	2019-09-21	
armaghan	6	85	2019-09-21	0.20999999999999996
milena	6	29740	2019-09-21	0.020000000000000018
bassam	6	3258	2019-09-21	0.98
sarath	6	463	2019-09-21	0.97
ruriko	6	63	2019-09-21	0.030000000000000027
jouni	6	1203	2019-09-21	1.0
habil	6	622	2019-09-21	0.97
mileidy	6	89	2019-09-21	0.020000000000000018
lewi	6	103	2019-09-21	0.88
habib	6	11056	2019-09-21	0.97
changsong	6	8	2019-09-21	1.0
jouhyun	6	0	2019-09-21	
li-fang	6	2	2019-09-21	0.0
kosaku	6	22	2019-09-21	1.0
mi-youn	6	2	2019-09-21	0.0
huzefa	6	74	2019-09-21	0.96
bastiaan	6	561	2019-09-21	0.99
sulav	6	23	2019-09-21	0.83
wlodzimierz	6	271	2019-09-21	1.0
tatsuo	6	161	2019-09-21	1.0
raoul-martin	6	0	2019-09-21	
mila	6	12989	2019-09-21	0.050000000000000044
vinushka	6	1	2019-09-21	1.0
cenny	6	28	2019-09-21	0.54
grigoriy	6	270	2019-09-21	1.0
tasha	6	3048	2019-09-21	0.020000000000000018
deming	6	21	2019-09-21	1.0
saowaluck	6	36	2019-09-21	0.030000000000000027
basil	6	1766	2019-09-21	0.97
wen-chieh	6	0	2019-09-21	
yongshuai	6	3	2019-09-21	1.0
hagen	6	760	2019-09-21	0.97
changjin	6	28	2019-09-21	1.0
ruochi	6	0	2019-09-21	
senthil	6	840	2019-09-21	0.99
menno	6	1333	2019-09-21	0.99
merav	6	85	2019-09-21	0.08999999999999997
bratislav	6	360	2019-09-21	0.99
min-cheol	6	19	2019-09-21	1.0
zhi-zhong	6	0	2019-09-21	
moran	6	330	2019-09-21	0.58
ernst-walter	6	1	2019-09-21	1.0
dongwook	6	139	2019-09-21	0.99
dibyendu	6	53	2019-09-21	0.98
thouis	6	0	2019-09-21	
kishori	6	18	2019-09-21	0.10999999999999999
fayyaz	6	275	2019-09-21	0.97
ruoting	6	2	2019-09-21	0.0
yuan-ming	6	1	2019-09-21	1.0
yuan-tsong	6	0	2019-09-21	
kirsty	6	5071	2019-09-21	0.030000000000000027
deqiang	6	9	2019-09-21	1.0
vineeth	6	141	2019-09-21	0.99
chantal	6	37652	2019-09-21	0.020000000000000018
anjana	6	296	2019-09-21	0.18000000000000005
kota	6	496	2019-09-21	0.89
jian-yi	6	0	2019-09-21	
hye	6	2026	2019-09-21	0.06000000000000005
guan	6	424	2019-09-21	0.81
dhundy	6	0	2019-09-21	
mikita	6	76	2019-09-21	0.33999999999999997
kanika	6	230	2019-09-21	0.06000000000000005
burcu	6	19183	2019-09-21	0.030000000000000027
saulius	6	888	2019-09-21	0.99
qingfeng	6	44	2019-09-21	0.93
yu-chao	6	2	2019-09-21	1.0
an-suei	6	0	2019-09-21	
johnathan	6	1023	2019-09-21	0.99
iryna	6	2417	2019-09-21	0.010000000000000009
john-marc	6	5	2019-09-21	1.0
wen-mei	6	0	2019-09-21	
ryoko	6	433	2019-09-21	0.030000000000000027
dezhong	6	1	2019-09-21	1.0
cezary	6	3471	2019-09-21	1.0
buzhou	6	0	2019-09-21	
jianghong	6	4	2019-09-21	0.25
nicoletta	6	7025	2019-09-21	0.010000000000000009
yuqing	6	42	2019-09-21	0.29000000000000004
kouichi	6	307	2019-09-21	1.0
satomi	6	527	2019-09-21	0.06999999999999995
devon	6	1078	2019-09-21	0.82
beatrice	6	24617	2019-09-21	0.020000000000000018
saverio	6	7295	2019-09-21	0.99
wen-harn	6	0	2019-09-21	
qunyuan	6	0	2019-09-21	
ermanna	6	54	2019-09-21	0.020000000000000018
ágnes	6	729	2019-09-21	0.030000000000000027
hwee	6	236	2019-09-21	0.12
erlend	6	245	2019-09-21	1.0
gryte	6	4	2019-09-21	0.25
wing-cheong	6	1	2019-09-21	1.0
an-yuan	6	0	2019-09-21	
sayoni	6	5	2019-09-21	0.0
oksana	6	11688	2019-09-21	0.020000000000000018
sayed-rzgar	6	0	2019-09-21	
janelle	6	658	2019-09-21	0.020000000000000018
winfried	6	588	2019-09-21	0.99
wen-han	6	1	2019-09-21	0.0
kresten	6	50	2019-09-21	0.92
beata	6	41338	2019-09-21	0.020000000000000018
josée	6	243	2019-09-21	0.06999999999999995
sartaj	6	64	2019-09-21	1.0
tune	6	89	2019-09-21	0.72
yi-ju	6	8	2019-09-21	0.37
kelli	6	686	2019-09-21	0.06999999999999995
kannan	6	547	2019-09-21	0.98
sawsan	6	1736	2019-09-21	0.020000000000000018
diem-trang	6	0	2019-09-21	
temple	6	280	2019-09-21	0.92
wyatt	6	300	2019-09-21	0.99
anatoliy	6	1183	2019-09-21	0.99
hyunwoo	6	321	2019-09-21	0.97
ruian	6	4	2019-09-21	1.0
qizhai	6	0	2019-09-21	
juanjuan	6	65	2019-09-21	0.4
engelbert	6	347	2019-09-21	0.99
hajk-georg	6	0	2019-09-21	
zhehuan	6	3	2019-09-21	1.0
mitsunori	6	78	2019-09-21	1.0
severine	6	16545	2019-09-21	0.020000000000000018
tucker	6	182	2019-09-21	0.97
boguslaw	6	544	2019-09-21	0.99
ján	6	0	2019-09-21	
wu-chun	6	0	2019-09-21	
bryon	6	220	2019-09-21	0.97
sangwon	6	161	2019-09-21	0.96
haiyou	6	1	2019-09-21	1.0
kai-cheng	6	0	2019-09-21	
